Orthogroup	ncbi	nam
OG0007188	LOC100280772	Zm00001eb308440, Zm00001eb252780
OG0007189	LOC103632978	Zm00001eb253190, Zm00001eb317630
OG0007190	LOC103628832	Zm00001eb400440, Zm00001eb253290
OG0007191	LOC103636204	Zm00001eb253430, Zm00001eb360860
OG0007192	LOC103629964	Zm00001eb253440, Zm00001eb280300
OG0007193	LOC109940002	Zm00001eb253460, Zm00001eb380400
OG0007194	LOC100275194, LOC100282316	Zm00001eb253760
OG0007195	LOC109941643	Zm00001eb254240, Zm00001eb254220
OG0007196	LOC100276499, LOC100384705	Zm00001eb254280
OG0007198	LOC103632734	Zm00001eb312500, Zm00001eb254560
OG0007200	LOC100283375	Zm00001eb254880, Zm00001eb398250
OG0007201	LOC103652231	Zm00001eb424880, Zm00001eb254890
OG0007202	LOC103627742, LOC103647949	Zm00001eb254910
OG0007203	LOC100285204, LOC103627747	Zm00001eb254990
OG0007204	LOC100191418	Zm00001eb264860, Zm00001eb255140
OG0007205	LOC109939597, LOC103639772	Zm00001eb255180
OG0007206	LOC103639231	Zm00001eb396400, Zm00001eb255260
OG0007207	LOC103654235, LOC100273763	Zm00001eb255590
OG0007208	LOC103627774	Zm00001eb255780, Zm00001eb381850
OG0007209	LOC100282214, LOC100281795	Zm00001eb255850
OG0007210	LOC100272992, LOC103627785	Zm00001eb256000
OG0007211	LOC103627800	Zm00001eb256310, Zm00001eb280940
OG0007212	LOC103648725, LOC100191348	Zm00001eb256470
OG0007213	LOC109940010, LOC103632982	Zm00001eb256510
OG0007214	LOC100277846, LOC100278018	Zm00001eb256630
OG0007215	LOC100275420, LOC109943122	Zm00001eb256880
OG0007216	LOC103634933	Zm00001eb337850, Zm00001eb256900
OG0007217	LOC100278778	Zm00001eb256990, Zm00001eb373940
OG0007218	LOC103627824, LOC103645115	Zm00001eb257080
OG0007219	LOC100273689	Zm00001eb302240, Zm00001eb257180
OG0007220	LOC103639734	Zm00001eb257480, Zm00001eb374360
OG0007221	LOC103639107	Zm00001eb394050, Zm00001eb258120
OG0007222	LOC100284272	Zm00001eb258260, Zm00001eb339820
OG0007223	LOC100281034, LOC109946067	Zm00001eb258380
OG0007224	LOC103637620, LOC103627895	Zm00001eb258960
OG0007225	LOC103654104, LOC100382000	Zm00001eb259220
OG0007226	LOC100280928	Zm00001eb259440, Zm00001eb403530
OG0007227	LOC103637240	Zm00001eb259510, Zm00001eb352630
OG0007228	LOC103643340, LOC100276777	Zm00001eb260060
OG0007229	LOC100383436, LOC103648927	Zm00001eb260100
OG0007230	LOC100286291	Zm00001eb260330, Zm00001eb373080
OG0007232	LOC100283824	Zm00001eb272550, Zm00001eb261250
OG0007233	LOC103628995	Zm00001eb417710, Zm00001eb261340
OG0007234	LOC100284079	Zm00001eb406270, Zm00001eb261870
OG0007235	LOC100381343	Zm00001eb349680, Zm00001eb261940
OG0007236	LOC100217122	Zm00001eb262570, Zm00001eb381970
OG0007237	LOC100279158, LOC103629083	Zm00001eb263120
OG0007238	LOC606437, LOC103629107	Zm00001eb264380
OG0007239	LOC100281211	Zm00001eb264440, Zm00001eb332580
OG0007240	LOC100285636	Zm00001eb264490, Zm00001eb411020
OG0007241	LOC103637295	Zm00001eb354920, Zm00001eb265040
OG0007242	LOC100274440	Zm00001eb265430, Zm00001eb355120
OG0007243	LOC100272909	Zm00001eb355140, Zm00001eb265440
OG0007244	LOC100279797, LOC103641022	Zm00001eb265500
OG0007245	LOC109943474	Zm00001eb265620, Zm00001eb339530
OG0007246	LOC100273398, LOC100283877	Zm00001eb265760
OG0007247	LOC100502041, LOC100280618	Zm00001eb265880
OG0007248	LOC109942858, LOC103629219	Zm00001eb266160
OG0007249	LOC100283726	Zm00001eb266330, Zm00001eb355590
OG0007250	LOC109944640, LOC103629229	Zm00001eb266400
OG0007251	LOC100382319	Zm00001eb329400, Zm00001eb266450
OG0007252	LOC107546767, LOC103637322	Zm00001eb266970
OG0007253	LOC103627649, LOC100283433	Zm00001eb267050
OG0007254	LOC103629262	Zm00001eb412140, Zm00001eb267090
OG0007255	LOC103629266, LOC103627229	Zm00001eb267150
OG0007256	LOC103629277	Zm00001eb267320, Zm00001eb267340
OG0007257	LOC100272886	Zm00001eb267470, Zm00001eb356180
OG0007258	LOC103629296, LOC100280839	Zm00001eb267480
OG0007259	LOC103629314, LOC100216883	Zm00001eb267750
OG0007260	LOC100275743, LOC100272782	Zm00001eb268150
OG0007261	LOC100274990, LOC100381857	Zm00001eb268390
OG0007262	LOC100272751	Zm00001eb419060, Zm00001eb268840
OG0007263	LOC100216603	Zm00001eb431490, Zm00001eb268870
OG0007264	LOC100278717, LOC100277642	Zm00001eb269130
OG0007265	LOC103629419	Zm00001eb378510, Zm00001eb269500
OG0007266	LOC100276116	Zm00001eb378390, Zm00001eb269540
OG0007267	LOC100273408	Zm00001eb378370, Zm00001eb269570
OG0007268	LOC100282650	Zm00001eb269800, Zm00001eb360120
OG0007269	LOC100282295	Zm00001eb340270, Zm00001eb270070
OG0007270	LOC100284564	Zm00001eb320630, Zm00001eb270230
OG0007271	LOC100282206	Zm00001eb270250, Zm00001eb438620
OG0007272	LOC109940317, LOC103638089	Zm00001eb270400
OG0007273	LOC100275885	Zm00001eb270480, Zm00001eb309450
OG0007274	LOC103638084	Zm00001eb376990, Zm00001eb270640
OG0007275	LOC103629491	Zm00001eb270820, Zm00001eb356960
OG0007276	LOC100193132	Zm00001eb364170, Zm00001eb270840
OG0007277	LOC100274165	Zm00001eb376820, Zm00001eb270850
OG0007279	LOC103637046	Zm00001eb271110, Zm00001eb345490
OG0007280	LOC103639781	Zm00001eb271190, Zm00001eb376400
OG0007281	LOC100384211, LOC103629517	Zm00001eb271310
OG0007282	LOC107282093, LOC100273683	Zm00001eb271480
OG0007283	LOC100282502	Zm00001eb272860, Zm00001eb285900
OG0007284	LOC100194212	Zm00001eb273960, Zm00001eb395680
OG0007286	LOC103638875	Zm00001eb389810, Zm00001eb274390
OG0007287	LOC100193161, LOC109941822	Zm00001eb274430
OG0007288	LOC103630698	Zm00001eb294980, Zm00001eb274540
OG0007289	LOC100280569	Zm00001eb274880, Zm00001eb389160
OG0007290	LOC100282298, LOC100280916	Zm00001eb274950
OG0007291	LOC103629696, LOC103638826	Zm00001eb275010
OG0007292	LOC100274448	Zm00001eb275090, Zm00001eb388570
OG0007293	LOC100277605	Zm00001eb387070, Zm00001eb275270
OG0007294	LOC103629713	Zm00001eb337960, Zm00001eb275460
OG0007295	LOC100281794	Zm00001eb275710, Zm00001eb275700
OG0007297	LOC100273332	Zm00001eb276270, Zm00001eb381190
OG0007299	LOC100193737	Zm00001eb276750, Zm00001eb386220
OG0007300	LOC100284378, LOC100279849	Zm00001eb277160
OG0007301	LOC100284356	Zm00001eb385510, Zm00001eb277200
OG0007302	LOC100191857, LOC100275437	Zm00001eb277260
OG0007303	LOC109945205, LOC100275568	Zm00001eb277560
OG0007304	LOC100277760	Zm00001eb384840, Zm00001eb277690
OG0007305	LOC100193666	Zm00001eb282860, Zm00001eb277860
OG0007306	LOC100275959	Zm00001eb277870, Zm00001eb383200
OG0007307	LOC100381411	Zm00001eb398390, Zm00001eb278140
OG0007308	LOC100273728	Zm00001eb373560, Zm00001eb278840
OG0007309	LOC103637892, LOC103629895	Zm00001eb279010
OG0007310	LOC100283955, LOC103634365	Zm00001eb279070
OG0007311	LOC100383179, LOC103637888	Zm00001eb279130
OG0007312	LOC100280820	Zm00001eb373000, Zm00001eb279230
OG0007313	LOC103629921, LOC100284458	Zm00001eb279360
OG0007314	LOC100191560	Zm00001eb279710, Zm00001eb372350
OG0007315	LOC100277972	Zm00001eb279730, Zm00001eb372320
OG0007316	LOC103629955	Zm00001eb280090, Zm00001eb379690
OG0007318	LOC103649395, LOC100383943	Zm00001eb280740
OG0007319	LOC100144300	Zm00001eb280850, Zm00001eb380690
OG0007320	LOC100284656	Zm00001eb381390, Zm00001eb280880
OG0007321	LOC100280613	Zm00001eb280910, Zm00001eb380850
OG0007322	LOC100382628	Zm00001eb281040, Zm00001eb354210
OG0007323	LOC100279861	Zm00001eb281160, Zm00001eb381020
OG0007324	LOC103631392	Zm00001eb281190, Zm00001eb381330
OG0007325	LOC109943107	Zm00001eb413010, Zm00001eb281310
OG0007326	LOC103627955, LOC103631396	Zm00001eb281430
OG0007327	LOC103627956, LOC103631397	Zm00001eb281440
OG0007328	LOC109940210, LOC100282946	Zm00001eb281710
OG0007329	LOC100281145	Zm00001eb281800, Zm00001eb375120
OG0007330	LOC100191527, LOC100284892	Zm00001eb282510
OG0007331	LOC100272470	Zm00001eb341000, Zm00001eb282580
OG0007332	LOC103630076	Zm00001eb283070, Zm00001eb283080
OG0007333	LOC103630079, LOC109943478	Zm00001eb283100
OG0007334	LOC100279375, LOC100284398	Zm00001eb283560
OG0007335	LOC100278996, LOC100278974	Zm00001eb283660
OG0007336	LOC103644090, LOC103630119	Zm00001eb283730
OG0007337	LOC100216928, LOC100283302	Zm00001eb284120
OG0007338	LOC100278252	Zm00001eb305470, Zm00001eb284210
OG0007339	LOC542378, LOC103645344	Zm00001eb284380
OG0007340	LOC100278172	Zm00001eb347540, Zm00001eb284430
OG0007341	LOC103630162, LOC103637077	Zm00001eb284740
OG0007342	LOC103630180	Zm00001eb284980, Zm00001eb284990
OG0007343	LOC100285932	Zm00001eb382820, Zm00001eb285110
OG0007344	LOC103635500	Zm00001eb285190, Zm00001eb346250
OG0007345	LOC100280161	Zm00001eb285250, Zm00001eb401160
OG0007346	LOC103631478	Zm00001eb346370, Zm00001eb285260
OG0007347	LOC109940560	Zm00001eb341750, Zm00001eb285440
OG0007348	LOC100277324, LOC103630209	Zm00001eb285460
OG0007349	LOC100501311	Zm00001eb319570, Zm00001eb285480
OG0007350	LOC100193865	Zm00001eb285870, Zm00001eb342360
OG0007351	LOC109939197, LOC542331	Zm00001eb285890
OG0007353	LOC100279591	Zm00001eb287440, Zm00001eb420970
OG0007354	LOC100216730, LOC103630348	Zm00001eb287800
OG0007355	LOC103630350	Zm00001eb287840, Zm00001eb322710
OG0007356	LOC100191417	Zm00001eb387760, Zm00001eb287910
OG0007357	LOC100274435, LOC103630353	Zm00001eb287980
OG0007358	LOC103630362	Zm00001eb288110, Zm00001eb349410
OG0007359	LOC100284737	Zm00001eb395110, Zm00001eb288160
OG0007360	LOC542065	Zm00001eb288250, Zm00001eb399880
OG0007361	LOC100281296, LOC100282137	Zm00001eb288410
OG0007362	LOC109941670, LOC100278467	Zm00001eb288490
OG0007363	LOC103630384	Zm00001eb292510, Zm00001eb288520
OG0007364	LOC100279199	Zm00001eb348820, Zm00001eb288630
OG0007365	LOC100277843	Zm00001eb347800, Zm00001eb288790
OG0007366	LOC103655647, LOC100286126	Zm00001eb288870
OG0007367	LOC107546757	Zm00001eb288880, Zm00001eb348470
OG0007368	LOC103632442, LOC100382900	Zm00001eb288940
OG0007369	LOC100276536	Zm00001eb289250, Zm00001eb348670
OG0007370	LOC103635623	Zm00001eb289300, Zm00001eb348740
OG0007371	LOC100384181, LOC100384757	Zm00001eb289320
OG0007372	LOC109940644	Zm00001eb289370, Zm00001eb348070
OG0007373	LOC100282660, LOC100273154	Zm00001eb289590
OG0007374	LOC114711030, LOC100501481	Zm00001eb289670
OG0007375	LOC103630441	Zm00001eb289850, Zm00001eb411240
OG0007376	LOC103636416	Zm00001eb366000, Zm00001eb290030
OG0007377	LOC100501673, LOC100274863	Zm00001eb290060
OG0007378	LOC100277404, LOC100278580	Zm00001eb290090
OG0007379	LOC103630477	Zm00001eb404970, Zm00001eb290420
OG0007380	LOC100216643, LOC100276718	Zm00001eb290530
OG0007381	LOC100194006, LOC100276761	Zm00001eb290780
OG0007382	LOC118472264, LOC103630502	Zm00001eb290820
OG0007383	LOC100273110, LOC118475639	Zm00001eb290900
OG0007384	LOC100285666, LOC103644069	Zm00001eb290970
OG0007385	LOC103630515	Zm00001eb291010, Zm00001eb352150
OG0007386	LOC100274775, LOC103653028	Zm00001eb291080
OG0007387	LOC103630525, LOC103653912	Zm00001eb291220
OG0007388	LOC101027244	Zm00001eb350750, Zm00001eb291700
OG0007389	LOC103630559, LOC100274452	Zm00001eb291870
OG0007390	LOC100191999, LOC100273043	Zm00001eb291890
OG0007391	LOC100272821	Zm00001eb292320, Zm00001eb362900
OG0007392	LOC100284436, LOC100279409	Zm00001eb292680
OG0007393	LOC103630598	Zm00001eb292700, Zm00001eb375170
OG0007394	LOC100285560	Zm00001eb353240, Zm00001eb293070
OG0007395	LOC100273493, LOC100275017	Zm00001eb294120
OG0007396	LOC103635266	Zm00001eb294270, Zm00001eb342330
OG0007397	LOC100281129	Zm00001eb342400, Zm00001eb294420
OG0007398	LOC100283593	Zm00001eb342510, Zm00001eb294490
OG0007400	LOC103630699	Zm00001eb295150, Zm00001eb295010
OG0007401	LOC100272412	Zm00001eb343060, Zm00001eb295060
OG0007402	LOC100283631	Zm00001eb295070, Zm00001eb310600
OG0007403	LOC100383916	Zm00001eb295100, Zm00001eb343110
OG0007404	LOC103631866	Zm00001eb295160, Zm00001eb298080
OG0007405	LOC100502171	Zm00001eb295490, Zm00001eb430230
OG0007406	LOC103635321	Zm00001eb295560, Zm00001eb343440
OG0007407	LOC541685	Zm00001eb295610, Zm00001eb343540
OG0007408	LOC103636999	Zm00001eb343790, Zm00001eb295930
OG0007409	LOC103644501, LOC100191573	Zm00001eb296000
OG0007410	LOC103630757	Zm00001eb422810, Zm00001eb296450
OG0007411	LOC100194379	Zm00001eb296510, Zm00001eb312830
OG0007412	LOC100273423	Zm00001eb296530, Zm00001eb344330
OG0007413	LOC109940239, LOC100275322	Zm00001eb296620
OG0007414	LOC100191988	Zm00001eb296950, Zm00001eb337790
OG0007415	LOC103633581	Zm00001eb331110, Zm00001eb296980
OG0007416	LOC103637029, LOC103630789	Zm00001eb297200
OG0007417	LOC103640262	Zm00001eb297210, Zm00001eb300200
OG0007419	LOC100382567, LOC103638780	Zm00001eb297610
OG0007420	LOC109940246	Zm00001eb297910, Zm00001eb297950
OG0007421	LOC100285341, LOC103631871	Zm00001eb298330
OG0007422	LOC100279700, LOC100193853	Zm00001eb298460
OG0007423	LOC103633641, LOC103631873	Zm00001eb298550
OG0007424	LOC100286077, LOC109945555	Zm00001eb298570
OG0007425	LOC541765, LOC542257	Zm00001eb298680
OG0007426	LOC100216784, LOC103631902	Zm00001eb298860
OG0007427	LOC103631905	Zm00001eb372810, Zm00001eb299020
OG0007428	LOC100381450	Zm00001eb299490, Zm00001eb357980
OG0007429	LOC100501925, LOC109939671	Zm00001eb300310
OG0007430	LOC103632000	Zm00001eb377240, Zm00001eb301150
OG0007431	LOC100193116, LOC103645224	Zm00001eb301580
OG0007432	LOC109939341	Zm00001eb302170, Zm00001eb431650
OG0007433	LOC100285665, LOC103632070	Zm00001eb302300
OG0007434	LOC100276381	Zm00001eb302360, Zm00001eb302350
OG0007436	LOC109940575, LOC100382082	Zm00001eb302660
OG0007437	LOC100284949, LOC542466	Zm00001eb303220
OG0007438	LOC103634444	Zm00001eb331530, Zm00001eb303340
OG0007439	LOC103632136, LOC100280718	Zm00001eb303690
OG0007440	LOC100281849	Zm00001eb303800, Zm00001eb303790
OG0007441	LOC103632169, LOC103630305	Zm00001eb304430
OG0007442	LOC100384384	Zm00001eb363640, Zm00001eb305060
OG0007443	LOC100383129	Zm00001eb305110, Zm00001eb305100
OG0007444	LOC109942906	Zm00001eb305360, Zm00001eb423060
OG0007445	LOC103646730	Zm00001eb305910, Zm00001eb350420
OG0007446	LOC103640662	Zm00001eb306190, Zm00001eb405200
OG0007447	LOC541909	Zm00001eb306340, Zm00001eb306350
OG0007448	LOC103632334	Zm00001eb342140, Zm00001eb306880
OG0007449	LOC103648540, LOC100280328	Zm00001eb306900
OG0007450	LOC103638495	Zm00001eb306990, Zm00001eb383540
OG0007451	LOC103632375	Zm00001eb350530, Zm00001eb307460
OG0007452	LOC100279462, LOC100274244	Zm00001eb307650
OG0007453	LOC103634669	Zm00001eb308360, Zm00001eb333110
OG0007454	LOC103642437, LOC111590446	Zm00001eb310150
OG0007455	LOC100274148	Zm00001eb352420, Zm00001eb310300
OG0007456	LOC103632620	Zm00001eb310570, Zm00001eb310560
OG0007457	LOC103635941	Zm00001eb311030, Zm00001eb355150
OG0007458	LOC100384177, LOC103632712	Zm00001eb311980
OG0007459	LOC103626326, LOC100279452	Zm00001eb312620
OG0007460	LOC100500963, LOC100192817	Zm00001eb312740
OG0007461	LOC100147737, LOC103647425	Zm00001eb312870
OG0007462	LOC103647897, LOC109941366	Zm00001eb313130
OG0007463	LOC103632787	Zm00001eb313470, Zm00001eb334340
OG0007464	LOC100278733, LOC103632797	Zm00001eb313660
OG0007465	gz27, gz16	Zm00001eb313800
OG0007466	LOC100276146	Zm00001eb372600, Zm00001eb313860
OG0007467	LOC107126293, LOC103647455	Zm00001eb313950
OG0007468	LOC103632816, LOC103636628	Zm00001eb314080
OG0007469	LOC100381761	Zm00001eb314170, Zm00001eb365890
OG0007470	LOC103639971, LOC101027214	Zm00001eb314440
OG0007471	LOC542680	Zm00001eb314470, Zm00001eb314450
OG0007472	LOC100273519	Zm00001eb331100, Zm00001eb314510
OG0007473	LOC103627264	Zm00001eb339220, Zm00001eb314650
OG0007474	LOC103647482, LOC103632852	Zm00001eb314880
OG0007475	LOC100381485	Zm00001eb315030, Zm00001eb315020
OG0007476	LOC112529890, LOC100274479	Zm00001eb315040
OG0007477	LOC103632867	Zm00001eb315260, Zm00001eb315250
OG0007478	LOC103647494, LOC100383183	Zm00001eb315270
OG0007479	LOC100286078, LOC103643159	Zm00001eb315380
OG0007480	LOC103645107, LOC100280340	Zm00001eb315610
OG0007481	LOC103649172, LOC542095	Zm00001eb315710
OG0007482	LOC100284749, LOC100274174	Zm00001eb315990
OG0007483	LOC100284471, LOC100285004	Zm00001eb316770
OG0007484	LOC100501942, LOC100277694	Zm00001eb316810
OG0007485	LOC100191615, LOC103647542	Zm00001eb316840
OG0007486	LOC103632943, LOC111589315	Zm00001eb316990
OG0007487	LOC100273448, LOC542650	Zm00001eb317040
OG0007488	rps16, LOC100273480	Zm00001eb317180
OG0007489	LOC100193469	Zm00001eb327280, Zm00001eb317310
OG0007490	LOC100382056	Zm00001eb374420, Zm00001eb317530
OG0007491	LOC103632974	Zm00001eb355470, Zm00001eb317720
OG0007492	LOC111591355, LOC100502335	Zm00001eb318150
OG0007493	LOC100274536, LOC100277586	Zm00001eb319720
OG0007494	LOC100273039, rps15	Zm00001eb320360
OG0007495	LOC103633123	Zm00001eb414620, Zm00001eb320430
OG0007496	LOC103651080, LOC100274179	Zm00001eb320660
OG0007497	LOC103634816	Zm00001eb320740, Zm00001eb335680
OG0007498	LOC100276891	Zm00001eb320900, Zm00001eb373950
OG0007499	LOC109944240, LOC100283862	Zm00001eb321360
OG0007500	LOC103630848, LOC103633175	Zm00001eb321440
OG0007501	LOC103631169, LOC103649177	Zm00001eb321480
OG0007502	LOC100282603, LOC100282080	Zm00001eb322260
OG0007503	LOC103637433, LOC103633219	Zm00001eb322510
OG0007504	LOC103636622, LOC103633220	Zm00001eb322520
OG0007505	LOC100382369, LOC107457592	Zm00001eb322660
OG0007506	LOC100278113, LOC100277924	Zm00001eb322840
OG0007507	LOC100278378	Zm00001eb338040, Zm00001eb323180
OG0007508	LOC100216659, LOC100276614	Zm00001eb323590
OG0007509	LOC100285044, LOC100283645	Zm00001eb323630
OG0007510	LOC103634329, LOC111589769	Zm00001eb323740
OG0007511	LOC100284855, LOC100502353	Zm00001eb323860
OG0007512	LOC103655359, LOC103633285	Zm00001eb323930
OG0007513	LOC100279061, LOC100274985	Zm00001eb324400
OG0007515	LOC100191715, LOC100282512	Zm00001eb325410
OG0007516	LOC103636323	Zm00001eb363690, Zm00001eb325490
OG0007517	LOC103633350, LOC100274111	Zm00001eb325550
OG0007518	LOC100272993, LOC103647776	Zm00001eb325630
OG0007519	LOC103636080, LOC100282288	Zm00001eb326230
OG0007520	LOC100276843	Zm00001eb326260, Zm00001eb331030
OG0007522	LOC100282082, LOC109940843	Zm00001eb326640
OG0007523	LOC103647835, LOC100276755	Zm00001eb327260
OG0007524	LOC100276383	Zm00001eb327450, Zm00001eb414910
OG0007525	LOC100194319	Zm00001eb328090, Zm00001eb402290
OG0007526	LOC103633474, LOC100285816	Zm00001eb328690
OG0007527	LOC109940862, LOC103637701	Zm00001eb329480
OG0007528	LOC100283205, LOC100276889	Zm00001eb329670
OG0007529	LOC100278002	Zm00001eb394690, Zm00001eb329990
OG0007530	LOC103637187	Zm00001eb330630, Zm00001eb350230
OG0007531	LOC100191764, LOC103648849	Zm00001eb330650
OG0007532	LOC100274379, LOC100275372	Zm00001eb330880
OG0007533	LOC100273959, LOC109944065	Zm00001eb331790
OG0007534	LOC100502412, LOC103633620	Zm00001eb331850
OG0007535	LOC100304167, LOC103642714	Zm00001eb331920
OG0007536	LOC100501794	Zm00001eb410130, Zm00001eb332090
OG0007537	LOC100282971	Zm00001eb396380, Zm00001eb332870
OG0007538	LOC100283559	Zm00001eb346970, Zm00001eb332890
OG0007539	LOC103638278, LOC100280816	Zm00001eb333360
OG0007540	LOC100278977, LOC103649966	Zm00001eb333380
OG0007541	LOC100284473, LOC100285535	Zm00001eb333490
OG0007542	LOC109939482, LOC100383317	Zm00001eb333620
OG0007543	LOC103637214	Zm00001eb333860, Zm00001eb351540
OG0007544	LOC100276250, LOC103649922	Zm00001eb334130
OG0007545	LOC103634751, LOC103649883	Zm00001eb334620
OG0007546	LOC118476829, LOC100383901	Zm00001eb335830
OG0007547	LOC100274624, LOC100275461	Zm00001eb336370
OG0007548	LOC103649708, LOC103634848	Zm00001eb336400
OG0007549	LOC100281630, LOC103634849	Zm00001eb336410
OG0007550	LOC100194165, LOC107521949	Zm00001eb336660
OG0007551	LOC100194253, LOC103631518	Zm00001eb336930
OG0007552	LOC110973014, LOC103634904	Zm00001eb337410
OG0007553	LOC103649661, LOC100274933	Zm00001eb337650
OG0007554	LOC103651735, LOC542007	Zm00001eb337810
OG0007555	LOC103634937	Zm00001eb337900, Zm00001eb414800
OG0007556	LOC118475814, LOC100274262	Zm00001eb337980
OG0007557	LOC103639146	Zm00001eb394830, Zm00001eb338120
OG0007558	LOC103634967, LOC100278132	Zm00001eb338380
OG0007559	LOC542717, LOC103635019	Zm00001eb339420
OG0007560	LOC103649531, LOC103635024	Zm00001eb339510
OG0007561	LOC100284015, LOC100284596	Zm00001eb339520
OG0007562	LOC103636867	Zm00001eb425900, Zm00001eb339980
OG0007563	LOC100279169, LOC100274968	Zm00001eb340260
OG0007564	LOC100279056, LOC100277057	Zm00001eb341550
OG0007565	LOC109941319, LOC103644717	Zm00001eb341730
OG0007566	LOC100285698	Zm00001eb342870, Zm00001eb355270
OG0007567	LOC112163603	Zm00001eb343070, Zm00001eb434550
OG0007568	LOC100281720	Zm00001eb343770, Zm00001eb379650
OG0007569	LOC103654192, LOC103641484	Zm00001eb344360
OG0007570	LOC103633940, LOC100383612	Zm00001eb344380
OG0007571	LOC103635396, LOC103630785	Zm00001eb344710
OG0007572	LOC100217234	Zm00001eb345110, Zm00001eb345140
