Orthogroup	nam	ncbi
OG0006540	Zm00001eb364930, Zm00001eb143580	LOC103636370
OG0006541	Zm00001eb143790, Zm00001eb143720	LOC100285790
OG0006542	Zm00001eb143840, Zm00001eb207530	LOC100282742
OG0006543	Zm00001eb143910, Zm00001eb267080	LOC100193554
OG0006544	Zm00001eb365110, Zm00001eb143970	LOC100286023
OG0006545	Zm00001eb144170, Zm00001eb365340	LOC103636385
OG0006547	Zm00001eb144580	LOC100277623, LOC100277020
OG0006548	Zm00001eb144650	LOC100284119, LOC100192010
OG0006549	Zm00001eb365820, Zm00001eb145070	LOC103636409
OG0006550	Zm00001eb159460, Zm00001eb145110	LOC100273291
OG0006551	Zm00001eb145150	LOC732739, LOC100037816
OG0006552	Zm00001eb145210, Zm00001eb318050	LOC100193764
OG0006553	Zm00001eb288210, Zm00001eb145310	LOC100283113
OG0006554	Zm00001eb168090, Zm00001eb145430	LOC100278545
OG0006555	Zm00001eb149620, Zm00001eb145540	LOC103651068
OG0006556	Zm00001eb145560, Zm00001eb349090	LOC100216926
OG0006557	Zm00001eb366340, Zm00001eb145910	ms8
OG0006558	Zm00001eb366430, Zm00001eb146120	LOC100282666
OG0006559	Zm00001eb146140, Zm00001eb154920	LOC103628068
OG0006560	Zm00001eb348730, Zm00001eb146300	LOC100191374
OG0006561	Zm00001eb146810	LOC100283959, LOC103650966
OG0006562	Zm00001eb147020, Zm00001eb303610	LOC100192996
OG0006563	Zm00001eb147460	LOC100285978, LOC100282245
OG0006564	Zm00001eb147490, Zm00001eb367100	LOC100382678
OG0006565	Zm00001eb147710, Zm00001eb367300	LOC100192816
OG0006566	Zm00001eb147730, Zm00001eb155530	LOC103651283
OG0006567	Zm00001eb147880, Zm00001eb367660	LOC100273738
OG0006568	Zm00001eb367700, Zm00001eb147960	LOC103636499
OG0006569	Zm00001eb148050, Zm00001eb363580	LOC103636321
OG0006570	Zm00001eb148210	LOC103636512, LOC103651015
OG0006571	Zm00001eb148370	LOC100384564, LOC111591136
OG0006572	Zm00001eb148480, Zm00001eb228080	LOC103626455
OG0006573	Zm00001eb368080, Zm00001eb148630	LOC103636516
OG0006574	Zm00001eb368300, Zm00001eb148910	LOC100285510
OG0006575	Zm00001eb300670, Zm00001eb149060	LOC103631970
OG0006576	Zm00001eb149070, Zm00001eb351840	LOC103651049
OG0006577	Zm00001eb367480, Zm00001eb149210	LOC103637526
OG0006578	Zm00001eb149500	LOC111347718, LOC100285343
OG0006579	Zm00001eb149570, Zm00001eb368860	LOC100281370
OG0006580	Zm00001eb149600	LOC100281426, LOC103651065
OG0006581	Zm00001eb290690, Zm00001eb149630	LOC103651069
OG0006582	Zm00001eb149810	LOC100381829, LOC100383937
OG0006583	Zm00001eb149860, Zm00001eb291160	LOC100126901
OG0006584	Zm00001eb149910, Zm00001eb344620	LOC103635383
OG0006585	Zm00001eb241420, Zm00001eb150000	LOC103651087
OG0006586	Zm00001eb150210, Zm00001eb341450	LOC109941530
OG0006587	Zm00001eb296420, Zm00001eb150250	LOC100194317
OG0006588	Zm00001eb369330, Zm00001eb150440	LOC100216987
OG0006589	Zm00001eb352360, Zm00001eb150620	LOC100278035
OG0006590	Zm00001eb369550, Zm00001eb150830	LOC118473188
OG0006591	Zm00001eb151000, Zm00001eb291830	LOC103651120
OG0006592	Zm00001eb386860, Zm00001eb151120	LOC103651122
OG0006593	Zm00001eb151370, Zm00001eb212770	LOC100273825
OG0006594	Zm00001eb369790, Zm00001eb151390	LOC100192022
OG0006595	Zm00001eb151490	LOC103636593, LOC100285288
OG0006596	Zm00001eb151900, Zm00001eb332140	LOC100383324
OG0006597	Zm00001eb151990, Zm00001eb370030	LOC100285781
OG0006598	Zm00001eb152000	LOC100280529, LOC100284740
OG0006599	Zm00001eb152310, Zm00001eb370340	LOC103636621
OG0006600	Zm00001eb152320	LOC100281659, LOC103637569
OG0006601	Zm00001eb152430	LOC103651179, LOC100276610
OG0006602	Zm00001eb231940, Zm00001eb152660	LOC100272359
OG0006603	Zm00001eb152810	LOC100194309, LOC100272663
OG0006604	Zm00001eb152840, Zm00001eb370770	LOC100382892
OG0006605	Zm00001eb152850, Zm00001eb261880	LOC100275163
OG0006607	Zm00001eb153010, Zm00001eb264240	LOC100191416
OG0006609	Zm00001eb292970, Zm00001eb153300	LOC100383186
OG0006610	Zm00001eb370930, Zm00001eb153340	LOC542139
OG0006611	Zm00001eb153470, Zm00001eb370870	LOC100281172
OG0006612	Zm00001eb370860, Zm00001eb153500	LOC100282833
OG0006613	Zm00001eb196450, Zm00001eb153510	LOC103652491
OG0006615	Zm00001eb179890, Zm00001eb153650	LOC100277507
OG0006616	Zm00001eb164270, Zm00001eb153800	LOC100282515
OG0006617	Zm00001eb381920, Zm00001eb153820	LOC103652493
OG0006618	Zm00001eb153850	LOC100284466, LOC100278454
OG0006619	Zm00001eb361960, Zm00001eb154190	LOC100193395
OG0006620	Zm00001eb154270, Zm00001eb361840	LOC103651242
OG0006621	Zm00001eb154330, Zm00001eb307240	LOC103651247
OG0006622	Zm00001eb200350, Zm00001eb154340	LOC732824
OG0006624	Zm00001eb154720, Zm00001eb361590	LOC100273362
OG0006625	Zm00001eb154750	LOC103639722, LOC103652507
OG0006626	Zm00001eb154940, Zm00001eb253170	LOC100282730
OG0006627	Zm00001eb155230	LOC103645881, LOC103651273
OG0006628	Zm00001eb155750, Zm00001eb360910	LOC100383427
OG0006629	Zm00001eb250610, Zm00001eb155820	LOC100286359
OG0006630	Zm00001eb156130	LOC100280815, LOC100285806
OG0006631	Zm00001eb156510, Zm00001eb275110	LOC103651343
OG0006632	Zm00001eb156600	LOC103650511, LOC100217051
OG0006633	Zm00001eb231630, Zm00001eb156660	LOC103626594
OG0006634	Zm00001eb301120, Zm00001eb156760	LOC100502474
OG0006635	Zm00001eb343270, Zm00001eb156830	LOC100277895
OG0006636	Zm00001eb156860	LOC109940139, LOC103651359
OG0006637	Zm00001eb156910, Zm00001eb360250	LOC100193994
OG0006638	Zm00001eb156960	LOC103652540, LOC103649285
OG0006639	Zm00001eb157060, Zm00001eb360140	LOC103651368
OG0006640	Zm00001eb157500, Zm00001eb359730	LOC100283183
OG0006641	Zm00001eb157600, Zm00001eb289010	LOC100382251
OG0006642	Zm00001eb157610	LOC100279398, LOC103644285
OG0006643	Zm00001eb157620	LOC103637009, LOC103651395
OG0006644	Zm00001eb157680, Zm00001eb296260	LOC100279123
OG0006645	Zm00001eb157840	LOC100384712, LOC100286289
OG0006646	Zm00001eb158010	LOC103635821, LOC109943156
OG0006647	Zm00001eb270720, Zm00001eb158220	LOC100273527
OG0006649	Zm00001eb158320	LOC103651420, LOC100280195
OG0006650	Zm00001eb158350	LOC103651423, LOC100283440
OG0006651	Zm00001eb189710, Zm00001eb158660	LOC100280859
OG0006652	Zm00001eb158880	LOC100274426, LOC107546776
OG0006653	Zm00001eb159190	LOC103633186, LOC103651463
OG0006654	Zm00001eb159380	LOC100280543, LOC100194263
OG0006655	Zm00001eb159510, Zm00001eb284880	LOC103651475
OG0006656	Zm00001eb159620, Zm00001eb306920	LOC103651483
OG0006657	Zm00001eb160070	LOC100272242, LOC100284012
OG0006658	Zm00001eb160350, Zm00001eb368870	LOC100282186
OG0006659	Zm00001eb160360	LOC100276031, LOC100283210
OG0006660	Zm00001eb160530, Zm00001eb270420	LOC103629472
OG0006662	Zm00001eb357360, Zm00001eb160620	LOC100280083
OG0006663	Zm00001eb160630	LOC100284991, LOC103651537
OG0006664	Zm00001eb160780, Zm00001eb210970	LOC103651544
OG0006665	Zm00001eb310670, Zm00001eb161010	LOC100274967
OG0006666	Zm00001eb175000, Zm00001eb161070	LOC103653199
OG0006667	Zm00001eb161180, Zm00001eb349790	LOC103637166
OG0006669	Zm00001eb161480, Zm00001eb202510	LOC100381663
OG0006670	Zm00001eb161510	LOC542743, LOC542050
OG0006671	Zm00001eb161580, Zm00001eb177220	LOC100276418
OG0006672	Zm00001eb161890	LOC103651599, LOC103651600
OG0006673	Zm00001eb162060	LOC100284134, LOC100284721
OG0006674	Zm00001eb312410, Zm00001eb162220	LOC103651615
OG0006675	Zm00001eb162380, Zm00001eb345500	LOC100502187
OG0006676	Zm00001eb356540, Zm00001eb162410	LOC100282385
OG0006677	Zm00001eb162430, Zm00001eb441450	LOC100191256
OG0006678	Zm00001eb162480	LOC100284156, LOC100282198
OG0006679	Zm00001eb162550, Zm00001eb342310	LOC100276737
OG0006680	Zm00001eb342260, Zm00001eb162620	LOC100192109
OG0006681	Zm00001eb282910, Zm00001eb163290	LOC103651655
OG0006682	Zm00001eb163520, Zm00001eb405240	LOC100194010
OG0006683	Zm00001eb405430, Zm00001eb163650	LOC100276893
OG0006684	Zm00001eb276530, Zm00001eb163880	LOC100274469
OG0006685	Zm00001eb164010, Zm00001eb244210	LOC103651682
OG0006686	Zm00001eb164130	LOC100272635, LOC109945900
OG0006687	Zm00001eb164430, Zm00001eb349390	LOC100278816
OG0006688	Zm00001eb164530	LOC103652667, LOC103652666
OG0006689	Zm00001eb164710	LOC100276911, LOC100284138
OG0006691	Zm00001eb304680, Zm00001eb164790	LOC100277820
OG0006692	Zm00001eb264850, Zm00001eb164810	LOC103652684
OG0006693	Zm00001eb165180, Zm00001eb263140	LOC100283517
OG0006694	Zm00001eb165370	LOC100304388, LOC100277943
OG0006695	Zm00001eb196560, Zm00001eb165410	LOC100273555
OG0006696	Zm00001eb165480	LOC103632765, LOC100304332
OG0006697	Zm00001eb165770	LOC103639756, LOC100284245
OG0006698	Zm00001eb381770, Zm00001eb165910	LOC100383148
OG0006699	Zm00001eb165950, Zm00001eb307710	LOC100272594
OG0006700	Zm00001eb306660, Zm00001eb166440	LOC100285190
OG0006701	Zm00001eb166610, Zm00001eb166670	z1C1_7
OG0006702	Zm00001eb432820, Zm00001eb166740	LOC103652772
OG0006703	Zm00001eb167080, Zm00001eb271830	LOC100193401
OG0006704	Zm00001eb167100, Zm00001eb167110	LOC103655055
OG0006705	Zm00001eb167120	LOC103655054, LOC103655056
OG0006706	Zm00001eb167250	LOC100273012, LOC100304368
OG0006707	Zm00001eb167390, Zm00001eb378420	LOC100278704
OG0006708	Zm00001eb167410, Zm00001eb328350	LOC100281118
OG0006709	Zm00001eb167970, Zm00001eb351290	LOC103655099
OG0006710	Zm00001eb167980, Zm00001eb418600	LOC100276198
OG0006711	Zm00001eb168130, Zm00001eb372260	LOC103637829
OG0006712	Zm00001eb168220	LOC100383172, LOC103647976
OG0006713	Zm00001eb168570, Zm00001eb215270	LOC100278795
OG0006714	Zm00001eb168640	LOC103631976, LOC103655121
OG0006715	Zm00001eb168930	LOC100277629, LOC100382321
OG0006717	Zm00001eb168970, Zm00001eb168980	LOC103652885
OG0006718	Zm00001eb169230	LOC103646958, LOC103652899
OG0006719	Zm00001eb169520	LOC103652915, LOC100147731
OG0006720	Zm00001eb178760, Zm00001eb169730	LOC109941360
OG0006721	Zm00001eb169740, Zm00001eb330270	LOC103652922
OG0006722	Zm00001eb169770	LOC103646939, LOC100382471
OG0006724	Zm00001eb170050	LOC100193759, LOC103643255
OG0006725	Zm00001eb261370, Zm00001eb170120	LOC109940255
OG0006726	Zm00001eb196040, Zm00001eb170140	LOC103654318
OG0006727	Zm00001eb170170	LOC100275059, LOC100276248
OG0006728	Zm00001eb170180	LOC103648015, LOC100281233
OG0006729	Zm00001eb273990, Zm00001eb170460	LOC103652952
OG0006731	Zm00001eb170920	LOC100383826, LOC100281883
OG0006732	Zm00001eb388150, Zm00001eb171130	LOC100285788
OG0006733	Zm00001eb359700, Zm00001eb171250	LOC103645654
OG0006735	Zm00001eb171740	LOC109940863, LOC100383921
OG0006736	Zm00001eb171800, Zm00001eb230940	LOC100284783
OG0006737	Zm00001eb172060	LOC100283757, LOC100381709
OG0006738	Zm00001eb172080	LOC103653051, LOC100382923
OG0006739	Zm00001eb172130, Zm00001eb327250	LOC100194112
OG0006740	Zm00001eb172370, Zm00001eb422150	LOC103653067
OG0006741	Zm00001eb172390	LOC100272856, LOC103653069
OG0006742	Zm00001eb172450	LOC100281091, LOC100192868
OG0006743	Zm00001eb206350, Zm00001eb172720	LOC103654853
OG0006744	Zm00001eb172910, Zm00001eb379780	LOC103653092
OG0006745	Zm00001eb172960, Zm00001eb416650	LOC111590267
OG0006746	Zm00001eb425040, Zm00001eb172990	LOC103653102
OG0006747	Zm00001eb271980, Zm00001eb173440	LOC100191983
OG0006748	Zm00001eb173580, Zm00001eb261180	LOC103653120
OG0006749	Zm00001eb173770	LOC109945705, LOC103655130
OG0006750	Zm00001eb257110, Zm00001eb173780	LOC103627825
OG0006751	Zm00001eb174060, Zm00001eb260530	LOC100381882
OG0006752	Zm00001eb260540, Zm00001eb174070	LOC100275767
OG0006753	Zm00001eb174130	LOC103653151, LOC103630394
OG0006754	Zm00001eb174710	LOC100217187, LOC103642493
OG0006755	Zm00001eb174760, Zm00001eb233580	LOC103653182
OG0006758	Zm00001eb318920, Zm00001eb175740	LOC103655274
OG0006759	Zm00001eb175960	LOC100274680, LOC100278251
OG0006760	Zm00001eb306980, Zm00001eb176220	LOC103653268
OG0006761	Zm00001eb243080, Zm00001eb176290	LOC103627251
OG0006762	Zm00001eb176400	LOC103653280, LOC100286158
OG0006764	Zm00001eb176820	LOC103642150, LOC100277076
OG0006765	Zm00001eb400470, Zm00001eb176890	LOC100191635
OG0006766	Zm00001eb177140, Zm00001eb180620	LOC103653537
OG0006767	Zm00001eb413040, Zm00001eb177560	HDA108
OG0006768	Zm00001eb222530, Zm00001eb177680	LOC109945741
OG0006769	Zm00001eb223430, Zm00001eb177750	LOC103626239
OG0006770	Zm00001eb177850, Zm00001eb353150	LOC100277089
OG0006771	Zm00001eb177870, Zm00001eb413520	LOC109943001
OG0006772	Zm00001eb178000	LOC100191895, LOC100382168
OG0006773	Zm00001eb178160	LOC100285526, LOC100285361
OG0006774	Zm00001eb179060, Zm00001eb396150	LOC103653439
OG0006776	Zm00001eb179620, Zm00001eb362200	LOC100280185
OG0006777	Zm00001eb179850	LOC103653485, LOC100502391
OG0006778	Zm00001eb179950, Zm00001eb329810	LOC103653492
OG0006779	Zm00001eb179970, Zm00001eb246410	LOC542112
OG0006781	Zm00001eb180170, Zm00001eb274480	LOC103631241
OG0006782	Zm00001eb319430, Zm00001eb180240	LOC103633080
OG0006783	Zm00001eb321140, Zm00001eb180450	LOC100285599
OG0006784	Zm00001eb180460, Zm00001eb202900	LOC103654658
OG0006785	Zm00001eb242110, Zm00001eb180690	LOC103653538
OG0006786	Zm00001eb180880	LOC103642594, LOC103653548
OG0006787	Zm00001eb181030	LOC100274362, LOC100279866
OG0006790	Zm00001eb181570	LOC103627259, LOC100277190
OG0006791	Zm00001eb181580, Zm00001eb204200	LOC103653602
OG0006793	Zm00001eb181790, Zm00001eb212810	LOC100191142
OG0006794	Zm00001eb181850	LOC103653616, LOC103651108
OG0006795	Zm00001eb181960	LOC109944540, LOC103653624
OG0006796	Zm00001eb182020	LOC100275488, LOC107305671
OG0006797	Zm00001eb182080	LOC100191261, LOC103653629
OG0006798	Zm00001eb182210, Zm00001eb201020	LOC103654560
OG0006799	Zm00001eb244090, Zm00001eb182290	LOC100194197
OG0006800	Zm00001eb182310	LOC100279585, LOC100283369
OG0006801	Zm00001eb186690, Zm00001eb182320	LOC103655610
OG0006802	Zm00001eb182570, Zm00001eb381080	LOC103637213
OG0006803	Zm00001eb415670, Zm00001eb182710	LOC103642546
OG0006804	Zm00001eb188140, Zm00001eb182840	LOC100277408
OG0006806	Zm00001eb184110	LOC100284784, LOC100273793
OG0006807	Zm00001eb184180, Zm00001eb269850	LOC103629437
OG0006808	Zm00001eb184340	LOC100281289, LOC109945560
OG0006809	Zm00001eb349440, Zm00001eb184690	LOC103637156
OG0006810	Zm00001eb184870, Zm00001eb247330	LOC100281433
OG0006811	Zm00001eb247370, Zm00001eb184890	LOC541726
OG0006812	Zm00001eb184900	LOC103632054, LOC100284010
OG0006813	Zm00001eb185150, Zm00001eb369320	LOC100273250
OG0006814	Zm00001eb242570, Zm00001eb185460	LOC103627233
OG0006815	Zm00001eb185630	LOC100274181, LOC100274004
OG0006816	Zm00001eb185900, Zm00001eb248550	LOC100381874
OG0006817	Zm00001eb186060	LOC103653849, LOC103627479
OG0006818	Zm00001eb248750, Zm00001eb186120	LOC100278308
OG0006819	Zm00001eb293060, Zm00001eb186250	LOC103653854
OG0006820	Zm00001eb186270, Zm00001eb230550	LOC110366356
OG0006821	Zm00001eb186380, Zm00001eb199650	LOC103653865
OG0006822	Zm00001eb186570	LOC541894, LOC541895
OG0006823	Zm00001eb186620	LOC103653873, LOC100216633
OG0006824	Zm00001eb186630, Zm00001eb214280	LOC100273834
OG0006825	Zm00001eb186680, Zm00001eb234360	LOC103626730
OG0006826	Zm00001eb186710	LOC100278349, LOC100191760
OG0006827	Zm00001eb186860	LOC103648456, LOC103653883
OG0006828	Zm00001eb186960	LOC103653895, LOC103653892
OG0006829	Zm00001eb311850, Zm00001eb187090	LOC100284193
OG0006830	Zm00001eb187140, Zm00001eb250410	LOC100281150
OG0006831	Zm00001eb187150	LOC101027245, LOC100274638
OG0006832	Zm00001eb187210, Zm00001eb427760	LOC103653913
OG0006833	Zm00001eb187240	LOC100192503, LOC100286144
OG0006834	Zm00001eb187290	LOC100280826, LOC100284526
OG0006835	Zm00001eb250800, Zm00001eb187410	LOC100193480
OG0006836	Zm00001eb187440, Zm00001eb250930	LOC103653921
OG0006837	Zm00001eb187620	LOC100280990, LOC100273252
OG0006838	Zm00001eb187730	LOC100276787, LOC103640526
OG0006839	Zm00001eb200300, Zm00001eb187740	LOC103654520
OG0006841	Zm00001eb252390, Zm00001eb188690	LOC100277244
OG0006842	Zm00001eb189060	LOC100281711, LOC100272378
OG0006843	Zm00001eb189170, Zm00001eb253080	LOC100381849
OG0006844	Zm00001eb189200	LOC103654007, LOC103627672
OG0006846	Zm00001eb362320, Zm00001eb189460	LOC103655659
OG0006847	Zm00001eb285960, Zm00001eb189520	LOC100281297
OG0006848	Zm00001eb189610, Zm00001eb189820	LOC103654028
OG0006849	Zm00001eb189790	LOC118477081, LOC118476974
OG0006850	Zm00001eb189840, Zm00001eb253370	LOC103627679
OG0006851	Zm00001eb190010, Zm00001eb367380	LOC103636483
OG0006852	Zm00001eb190040	LOC100283822, LOC103647558
OG0006853	Zm00001eb190230	LOC100278058, LOC100277475
OG0006854	Zm00001eb190310	LOC103643117, LOC100381449
OG0006855	Zm00001eb190620, Zm00001eb341530	LOC100278485
OG0006856	Zm00001eb190850	LOC100382072, LOC103654095
OG0006857	Zm00001eb259140, Zm00001eb191150	LOC100279809
OG0006858	Zm00001eb191410, Zm00001eb258920	LOC103655701
OG0006859	Zm00001eb258840, Zm00001eb191480	LOC100285073
OG0006860	Zm00001eb200060, Zm00001eb191630	LOC100283394
OG0006861	Zm00001eb191890, Zm00001eb351550	LOC100170250
OG0006862	Zm00001eb257880, Zm00001eb192350	LOC103627859
OG0006863	Zm00001eb198870, Zm00001eb192380	LOC103654175
OG0006864	Zm00001eb192720, Zm00001eb257400	LOC103627840
OG0006865	Zm00001eb192730	LOC100281486, LOC109946070
OG0006866	Zm00001eb192760, Zm00001eb257320	LOC103627835
OG0006867	Zm00001eb192890, Zm00001eb231190	LOC100216785
OG0006868	Zm00001eb193130, Zm00001eb256920	LOC100191654
OG0006869	Zm00001eb193320, Zm00001eb256450	LOC100272471
OG0006870	Zm00001eb193360	LOC542137, LOC100191321
OG0006871	Zm00001eb193500	LOC103654223, LOC111946235
OG0006872	Zm00001eb193550	LOC100384507, LOC100280370
OG0006873	Zm00001eb193590, Zm00001eb255980	LOC100277761
OG0006874	Zm00001eb193780, Zm00001eb373100	LOC103637881
OG0006875	Zm00001eb193840, Zm00001eb255550	LOC100286002
OG0006876	Zm00001eb194040	LOC100276078, LOC100278711
OG0006877	Zm00001eb255100, Zm00001eb194280	LOC100282163
OG0006879	Zm00001eb194510	LOC103627723, LOC100278526
OG0006880	Zm00001eb286250, Zm00001eb194790	LOC103655759
OG0006881	Zm00001eb194870	LOC103644179, LOC100191809
OG0006882	Zm00001eb194970, Zm00001eb433170	LOC100272684
OG0006883	Zm00001eb195020	LOC100194299, LOC109941364
OG0006884	Zm00001eb195080, Zm00001eb262780	LOC100281413
OG0006885	Zm00001eb195370	LOC100273540, LOC100384203
OG0006886	Zm00001eb195760	LOC118471910, LOC103654307
OG0006887	Zm00001eb196340, Zm00001eb241600	LOC100501817
OG0006888	Zm00001eb196580, Zm00001eb299840	LOC103654336
OG0006889	Zm00001eb196640	LOC100502283, LOC100283989
OG0006890	Zm00001eb196900	LOC100275926, LOC100304397
OG0006891	Zm00001eb197100, Zm00001eb242540	LOC103654350
OG0006892	Zm00001eb329980, Zm00001eb197360	LOC100194185
OG0006894	Zm00001eb197650	LOC103654388, LOC100286174
OG0006896	Zm00001eb198100	LOC103648030, LOC103654411
OG0006897	Zm00001eb198370	LOC103652738, LOC103654422
OG0006898	Zm00001eb198660, Zm00001eb376690	LOC100283078
OG0006899	Zm00001eb417250, Zm00001eb199190	LOC100279157
OG0006900	Zm00001eb199240, Zm00001eb365800	LOC100284035
OG0006901	Zm00001eb199290, Zm00001eb228560	LOC100286013
OG0006902	Zm00001eb199330	LOC100217268, LOC103645111
OG0006903	Zm00001eb199390	LOC103655842, LOC100273465
OG0006904	Zm00001eb199670	LOC109939158, LOC100282104
OG0006905	Zm00001eb411870, Zm00001eb199720	LOC103650494
OG0006906	Zm00001eb199750, Zm00001eb405340	LOC100274498
OG0006907	Zm00001eb200040	LOC100282779, LOC109946089
OG0006908	Zm00001eb200080, Zm00001eb392640	LOC100275578
OG0006909	Zm00001eb200120	LOC103654516, LOC103638997
OG0006910	Zm00001eb200130, Zm00001eb333920	LOC100272884
OG0006911	Zm00001eb200420, Zm00001eb202940	LOC103654660
OG0006912	Zm00001eb200430	LOC100286162, LOC100283995
OG0006913	Zm00001eb200450, Zm00001eb274230	LOC100273853
OG0006914	Zm00001eb201070	LOC109944867, LOC103655887
OG0006915	Zm00001eb407270, Zm00001eb201120	LOC103654569
OG0006916	Zm00001eb201140, Zm00001eb384980	LOC103654570
OG0006917	Zm00001eb337030, Zm00001eb201420	LOC100191191
OG0006918	Zm00001eb201820	LOC606439, LOC100279164
OG0006919	Zm00001eb202280	LOC100192633, LOC100384444
OG0006920	Zm00001eb202340, Zm00001eb327290	LOC100192526
OG0006921	Zm00001eb202450	LOC103654636, LOC109946095
OG0006922	Zm00001eb202540	LOC103655923, LOC109945630
OG0006923	Zm00001eb202670	LOC541758, LOC103648209
OG0006924	Zm00001eb202750, Zm00001eb232320	LOC100191577
OG0006925	Zm00001eb203250, Zm00001eb239940	LOC103654685
OG0006927	Zm00001eb203790, Zm00001eb278460	LOC100279003
OG0006928	Zm00001eb203880, Zm00001eb203910	LOC109942257
OG0006929	Zm00001eb358650, Zm00001eb204040	LOC103644627
OG0006931	Zm00001eb404450, Zm00001eb204080	LOC103639628
OG0006932	Zm00001eb204180, Zm00001eb238230	LOC100272864
OG0006933	Zm00001eb204230	LOC103655965, LOC100285094
OG0006934	Zm00001eb238280, Zm00001eb204290	LOC100277448
OG0006935	Zm00001eb204350, Zm00001eb277420	LOC103629817
OG0006936	Zm00001eb204430, Zm00001eb347550	LOC103654740
OG0006937	Zm00001eb204830	LOC103654770, LOC103654772
OG0006938	Zm00001eb239100, Zm00001eb204870	LOC103627031
